Style,Category,Artist,Title,Image URL,Art (image+title): agreeableness,Art (image+title): anger,Art (image+title): anticipation,Art (image+title): arrogance,Art (image+title): disagreeableness,Art (image+title): disgust,Art (image+title): fear,Art (image+title): gratitude,Art (image+title): happiness,Art (image+title): humility,Art (image+title): love,Art (image+title): optimism,Art (image+title): pessimism,Art (image+title): regret,Art (image+title): sadness,Art (image+title): shame,Art (image+title): shyness,Art (image+title): surprise,Art (image+title): trust,Art (image+title): neutral,ImageOnly: agreeableness,ImageOnly: anger,ImageOnly: anticipation,ImageOnly: arrogance,ImageOnly: disagreeableness,ImageOnly: disgust,ImageOnly: fear,ImageOnly: gratitude,ImageOnly: happiness,ImageOnly: humility,ImageOnly: love,ImageOnly: optimism,ImageOnly: pessimism,ImageOnly: regret,ImageOnly: sadness,ImageOnly: shame,ImageOnly: shyness,ImageOnly: surprise,ImageOnly: trust,ImageOnly: neutral,TitleOnly: agreeableness,TitleOnly: anger,TitleOnly: anticipation,TitleOnly: arrogance,TitleOnly: disagreeableness,TitleOnly: disgust,TitleOnly: fear,TitleOnly: gratitude,TitleOnly: happiness,TitleOnly: humility,TitleOnly: love,TitleOnly: optimism,TitleOnly: pessimism,TitleOnly: regret,TitleOnly: sadness,TitleOnly: shame,TitleOnly: shyness,TitleOnly: surprise,TitleOnly: trust,TitleOnly: neutral
Contemporary Art,Minimalism,Anne Truitt,A Wall for Apricots,https://uploads8.wikiart.org/images/johan-christian-dahl/der-watzmann-1825.jpg,0,0,0.3,0.1,0,0.2,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0.6,0,0,0,0.1,0.6,0.1,0,0.2,0,0,0,0.1,0,0.1,0.1,0.1,0,0,0,0.4,0.1,0,0,0,0.5,0.1,0,0,0,0.1,0.2,0.2,0,0,0.1,0,0.1,0,0,0.2,0.1,0
Modern Art,Magic Realism,Pierre Roy,Int&#233;rieur (Entr&#233;e d&#39;un appartement Parisien),https://uploads4.wikiart.org/images/jacob-jordaens/satyr-playing-flute.jpg,0,0,0.455,0,0,0.091,0,0,0,0.091,0,0.091,0,0,0,0,0.091,0.182,0,0.091,0,0,0.364,0,0,0,0.091,0.091,0,0,0,0.091,0,0.091,0.091,0,0,0.364,0,0.091,0,0,0.571,0,0,0.143,0,0,0,0,0,0.286,0.143,0,0,0,0,0.143,0,0
Modern Art,Color Field Painting,Ellsworth Kelly,Spectrum IV,https://uploads6.wikiart.org/images/allan-ramsay/mary-digges-1737-1829-lady-robert-manners.jpg,0.091,0,0.364,0,0,0,0,0,0.273,0.091,0,0.455,0,0,0,0,0,0.273,0,0.182,0.091,0,0.273,0,0,0,0,0,0.364,0.091,0,0.364,0,0,0,0,0,0.182,0,0.182,0,0,0.273,0,0,0,0.273,0,0,0.091,0,0,0,0,0.182,0,0,0.182,0,0.273
Post Renaissance Art,Baroque,Adriaen van Ostade,A Fight,https://uploads3.wikiart.org/images/jean-honore-fragonard/the-stolen-kiss-1788.jpg,0,0.615,0.077,0.077,0.385,0.077,0.308,0,0.077,0.154,0,0,0,0,0.154,0.077,0,0.077,0,0,0.077,0.538,0,0.077,0.308,0.077,0.308,0,0.154,0.154,0,0,0.154,0,0.077,0.077,0,0.077,0,0,0,0.615,0.154,0.077,0.385,0.231,0.231,0.077,0.077,0,0.077,0,0,0.154,0.077,0.077,0.077,0.077,0,0
Modern Art,Cubism,Victor Servranckx,Haven - Opus 2,https://uploads2.wikiart.org/images/bernard-cohen/fall-1964.jpg,0.083,0,0.417,0,0,0.167,0.083,0.083,0.083,0,0,0,0,0.083,0,0,0.083,0.5,0.083,0,0,0,0.25,0,0,0.083,0.083,0,0.167,0.083,0,0,0.167,0,0.167,0,0.083,0.5,0.083,0,0.083,0,0.583,0,0,0,0,0.083,0.083,0,0,0,0.083,0,0,0,0.083,0.25,0.083,0
Modern Art,Lyrical Abstraction,Jean Rene Bazaine,Fuite d&#39;Act&#233;on,https://uploads4.wikiart.org/images/benozzo-gozzoli/procession-of-the-magi-1461.jpg,0.091,0,0.182,0,0.091,0.273,0.091,0,0.091,0.182,0.182,0,0,0,0,0,0,0.091,0,0,0.091,0,0.182,0,0.091,0.273,0.091,0,0.091,0.182,0.182,0,0,0,0,0,0,0.091,0,0,0,0,0.667,0,0,0.111,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0.111
Modern Art,Color Field Painting,Morris Louis,Phi,https://uploads5.wikiart.org/images/gerard-david/the-angel-of-the-annunciation-1.jpg,0,0,0.091,0,0.091,0.273,0,0,0.182,0.091,0,0.182,0,0,0,0,0,0.182,0.091,0.091,0,0,0.182,0,0.091,0.273,0,0,0.273,0.182,0,0.091,0,0,0,0,0,0.273,0.091,0.091,0,0,0.182,0,0.091,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364
Renaissance Art,Northern Renaissance,Albrecht Durer,Self-Portrait,https://uploads2.wikiart.org/images/marsden-hartley/abstraction-1914.jpg,0.1,0.1,0.1,0.1,0,0,0.2,0.1,0.2,0.1,0,0,0,0.1,0.1,0,0,0,0.4,0,0,0,0,0.1,0,0.1,0.1,0.1,0.2,0.2,0,0,0,0.1,0,0,0,0.1,0.5,0,0.1,0,0.2,0.1,0,0,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0.1,0.4,0.1
Modern Art,Magic Realism,Nina Tokhtaman Valetova,Lethargic Dream,https://uploads6.wikiart.org/images/anne-truitt/a-wall-for-apricots-1968.jpg,0,0,0.4,0.1,0.2,0.1,0.6,0.1,0.2,0.1,0,0.1,0,0.2,0.4,0,0.1,0.3,0,0,0.1,0,0.2,0.1,0.1,0.1,0.5,0,0.1,0.1,0,0,0.1,0.2,0.4,0,0,0.6,0.1,0,0,0,0.5,0,0,0.1,0.3,0.1,0.1,0.3,0,0,0.2,0.2,0.6,0,0,0.3,0.1,0
Post Renaissance Art,Realism,Aleksey Savrasov,Rafts,https://uploads5.wikiart.org/images/pierre-roy/int-rieur-entr-e-d-un-appartement-parisien.jpg,0,0,0.182,0,0,0.091,0,0,0.455,0.364,0,0.273,0,0,0.091,0,0,0.182,0.364,0,0,0,0.091,0,0,0,0,0,0.636,0.273,0,0.182,0,0,0.091,0,0,0.091,0.364,0,0,0,0.273,0,0,0.091,0,0.091,0.182,0.273,0,0.182,0,0,0.091,0,0,0.182,0.182,0.091
Modern Art,Magic Realism,Greta Freist,Lady with Roses,https://uploads2.wikiart.org/images/ellsworth-kelly/spectrum-iv-1967.jpg,0,0,0.1,0,0,0.1,0,0.2,0.5,0.2,0.3,0.1,0,0,0.1,0,0,0,0.2,0,0,0,0.1,0,0,0.1,0.1,0.1,0.3,0.1,0.2,0.1,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0.5,0.2,0.5,0.2,0,0,0,0,0,0,0,0
Renaissance Art,Early Renaissance,Benozzo Gozzoli,Angels Worshipping,https://uploads5.wikiart.org/images/adriaen-van-ostade/a-fight.jpg,0.068,0.014,0.095,0.014,0.014,0.014,0.027,0.568,0.338,0.351,0.284,0.189,0.027,0.041,0.014,0.014,0.027,0.081,0.5,0,0.081,0.014,0.108,0.014,0.027,0.054,0.041,0.365,0.284,0.27,0.149,0.122,0.027,0.027,0.014,0,0.014,0.068,0.486,0,0.081,0,0.122,0.014,0.027,0.014,0.054,0.392,0.324,0.189,0.149,0.203,0,0.014,0,0.027,0,0.068,0.432,0
Modern Art,Lyrical Abstraction,Paul Jenkins,Phenomena Amber Sight,https://uploads5.wikiart.org/images/victor-servranckx/haven-opus-2-1926.jpg,0.083,0,0.167,0,0,0.083,0,0,0,0,0.083,0.25,0,0,0,0,0.083,0.417,0.083,0,0.083,0,0.25,0,0,0.083,0,0,0,0,0.083,0.167,0,0,0,0,0,0.5,0,0,0.083,0,0.417,0,0,0.083,0.083,0.083,0,0,0.083,0.25,0,0,0,0,0.083,0,0,0.083
Modern Art,Abstract Expressionism,Jay DeFeo,Origin,https://uploads7.wikiart.org/images/jean-rene-bazaine/fuite-d-act-on-1984.jpg,0,0,0.5,0,0,0,0.2,0,0.1,0,0,0,0.1,0,0.2,0,0,0.5,0,0,0,0,0.3,0,0,0,0.5,0,0.1,0,0,0,0.2,0,0.2,0.1,0,0.4,0,0,0,0,0.5,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0.1,0.2,0.1
Modern Art,Color Field Painting,Gene Davis,Passion Flower,https://uploads0.wikiart.org/images/morris-louis/phi-1961.jpg,0,0,0.1,0,0,0,0,0,0.6,0.1,0.1,0.2,0,0,0,0,0,0.3,0.1,0,0,0,0.2,0,0,0.1,0,0,0.4,0.1,0.1,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.6,0.2,0,0,0,0,0.1,0,0,0
Contemporary Art,Minimalism,Frank Stella,Die Fahne Hoch!,https://uploads3.wikiart.org/images/albrecht-durer/self-portrait-1493.jpg,0,0.091,0.182,0.091,0.182,0.091,0.091,0.091,0.091,0.091,0,0,0.091,0,0.091,0,0.091,0.545,0.091,0,0,0,0.273,0,0.182,0.091,0,0.091,0,0.182,0.091,0,0.182,0,0.273,0.091,0,0.455,0.091,0,0,0.2,0.2,0.1,0.3,0,0.1,0,0,0.1,0.2,0,0,0.1,0.1,0,0.2,0.3,0.1,0
Modern Art,Magic Realism,Ivan Albright,Pray for These Little Ones (Perforce They Live Together),https://uploads6.wikiart.org/00125/images/nina-tokhtaman-valetova/lethargic-dream-59x80-cmxcm-2002.JPG,0,0.091,0.364,0.091,0,0.182,0.182,0,0,0,0,0,0.182,0,0.182,0,0,0.636,0.091,0,0,0,0.364,0,0.091,0.273,0.182,0,0,0,0,0,0,0.091,0.091,0,0,0.727,0.091,0,0,0,0.091,0.091,0,0,0,0.273,0.455,0.182,0.455,0,0,0.091,0.182,0,0,0,0.091,0
Modern Art,Impressionism,Philip Wilson Steer,"Girls Running, Walberswick Pier",https://uploads6.wikiart.org/images/aleksey-savrasov/rafts-1868.jpg,0,0,0.2,0,0,0,0,0,0.9,0.2,0.2,0.3,0,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0.1,0.7,0.2,0.2,0.3,0,0,0,0,0,0.1,0.1,0,0,0,0.6,0,0,0,0,0,0.5,0.1,0,0.1,0,0,0,0,0,0.3,0.1,0
Modern Art,Pop Art,Claudio Tozzi,USA e abUSA,https://uploads3.wikiart.org/images/greta-freist/lady-with-roses-1937.jpg,0.071,0.071,0.357,0.286,0.143,0.286,0.143,0.071,0.071,0.071,0.071,0.143,0.143,0.071,0.071,0.143,0.071,0.286,0.286,0,0.071,0.143,0.357,0.143,0.143,0.214,0.214,0.071,0.071,0.071,0.071,0.214,0.071,0.071,0.071,0.143,0.071,0.214,0.429,0,0.071,0.071,0.571,0.143,0.143,0.286,0.071,0.071,0.143,0.071,0.071,0.143,0.143,0.071,0.143,0.071,0.071,0.286,0.071,0
Post Renaissance Art,Baroque,Francisco de Zurbaran,St. Francis Kneeling,https://uploads0.wikiart.org/images/benozzo-gozzoli/angels-worshipping-1461.jpg,0,0.1,0,0,0.1,0,0.2,0.3,0.1,0.5,0,0,0.1,0.1,0.3,0,0,0,0.6,0,0,0,0,0.1,0,0,0.4,0.2,0,0.3,0,0,0,0,0.5,0,0.1,0.1,0.2,0,0,0,0.1,0,0,0,0.1,0.2,0,0.4,0.1,0,0.1,0,0.2,0,0,0,0.6,0
Modern Art,Cubism,Gosta Adrian-Nilsson,Komposition,https://uploads4.wikiart.org/images/paul-jenkins/phenomena-amber-sight.jpg,0,0.1,0.5,0,0.1,0.1,0,0.1,0.3,0.1,0,0,0,0,0,0,0.1,0.5,0,0,0,0,0.3,0.1,0.1,0,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0.2,0.6,0,0,0,0,0.556,0.111,0.111,0,0.111,0.111,0.222,0,0,0,0,0,0,0,0,0.333,0,0.111
Modern Art,Abstract Expressionism,Jack Tworkov,Red Robe,https://uploads0.wikiart.org/images/jay-defeo/origin-1956.jpg,0,0,0.385,0,0,0.154,0.154,0,0,0.231,0,0,0.077,0,0,0,0,0.308,0,0,0,0,0.462,0,0,0.077,0.077,0,0,0.154,0,0,0,0,0.077,0,0,0.385,0,0,0,0,0.385,0.077,0.154,0.154,0.077,0,0,0.077,0,0.077,0,0,0,0,0,0.077,0.077,0
Contemporary Art,Minimalism,Bob Law,Nothing to be Afraid Of IV 15.8.69,https://uploads3.wikiart.org/images/gene-davis/passion-flower-1968(1).jpg,0.071,0,0.357,0,0.071,0.214,0.143,0.071,0.143,0.071,0,0,0.071,0.071,0,0,0,0.357,0,0,0.071,0,0.214,0,0.071,0.286,0,0.071,0.143,0.143,0,0,0.071,0.071,0,0,0,0.429,0,0,0.071,0,0.286,0,0.071,0.214,0.214,0.071,0.357,0,0,0.143,0,0.071,0.071,0,0,0.071,0,0
Modern Art,Cubism,Victor Servranckx,Factory,https://uploads2.wikiart.org/images/frank-stella/die-fahne-hoch-1959.jpg,0.091,0,0.273,0,0,0,0.091,0,0,0.091,0,0.182,0,0,0,0,0,0.455,0,0,0.091,0,0.273,0,0,0.091,0,0,0,0,0,0.091,0,0,0,0,0,0.636,0,0,0,0,0.182,0,0,0.091,0.091,0,0.091,0.091,0,0.182,0,0,0,0,0.091,0.182,0,0.091
Post Renaissance Art,Neoclassicism,Joseph Anton Koch,the Death of Oscar (from the Poems of Ossian),https://uploads4.wikiart.org/images/ivan-albright/4531-728230.jpg,0,0.4,0,0.1,0.1,0.3,0.3,0,0,0.2,0,0,0.4,0.2,0.8,0.5,0,0.1,0.2,0,0,0.5,0,0,0.1,0.3,0.4,0,0,0.2,0,0,0.3,0.3,0.4,0.3,0,0.1,0.2,0,0.1,0.2,0,0,0,0,0.5,0.2,0.2,0.1,0,0,0.1,0.3,0.8,0.3,0,0,0,0
Post Renaissance Art,Romanticism,Anne-Louis Girodet,Chateaubriand Meditating on the Ruins of Rome,https://uploads2.wikiart.org/images/philip-wilson-steer/girls-running-walberswick-pier.jpg,0.059,0.039,0.137,0.157,0,0.02,0.039,0.059,0.314,0.157,0.02,0.098,0.098,0.039,0.216,0.039,0.059,0.039,0.431,0,0.059,0.02,0.196,0.196,0.02,0,0.059,0.059,0.137,0.098,0.02,0.098,0.059,0.039,0.176,0.02,0.059,0.039,0.451,0,0.059,0,0.196,0.039,0,0.02,0.059,0.039,0.353,0.196,0.02,0.196,0.02,0,0.059,0,0.039,0.059,0.294,0
Modern Art,Lyrical Abstraction,Jean Messagier,Juillet &#224; Antennese,https://uploads0.wikiart.org/images/claudio-tozzi/usa-e-abusa-1966.jpg,0.1,0.1,0.5,0.1,0.1,0.3,0.2,0,0.2,0,0,0,0.1,0,0.2,0,0,0.2,0.1,0,0,0,0.3,0,0.1,0.4,0.4,0,0.2,0,0,0,0,0.1,0.1,0,0,0.2,0,0,0.111,0,0.222,0,0.111,0.111,0,0.111,0.333,0.111,0.222,0.111,0.111,0,0.111,0,0,0,0.222,0
Modern Art,Neo-Expressionism,Denise Green,Tulipidendron #2,https://uploads4.wikiart.org/images/francisco-zurbaran/st-francis-kneeling-1639.jpg,0,0,0.4,0,0,0.1,0.1,0.1,0,0,0,0.2,0,0,0,0,0,0.3,0,0.1,0,0,0.4,0,0,0,0,0.1,0,0,0,0.2,0,0,0.1,0,0,0.4,0,0,0,0,0.3,0,0,0.2,0.1,0,0.1,0,0,0.2,0,0,0,0,0,0.1,0,0.2
Modern Art,Post-Impressionism,Maurice Denis,The Road to Calvary,https://uploads7.wikiart.org/images/gosta-adrian-nilsson/komposition-1917.jpg,0,0.091,0,0,0,0.091,0.364,0,0,0,0.091,0,0.364,0.182,0.727,0.364,0,0,0.091,0,0,0.091,0,0,0.091,0.091,0.455,0,0,0,0,0,0.273,0.091,0.636,0.182,0,0.091,0.182,0,0,0,0.091,0,0,0,0.273,0,0,0,0,0,0.091,0.091,0.545,0.091,0,0.091,0.182,0.091
Post Renaissance Art,"Neoclassicism,Romanticism",Ary Scheffer,"Charlotte Rothsch, Baroness Anselm De Rothschild",https://uploads5.wikiart.org/images/jack-tworkov/red-robe-1947.jpg,0.1,0,0,0.1,0,0,0,0,0.4,0.2,0.2,0.3,0,0,0,0,0,0,0.5,0,0.2,0,0,0.1,0,0,0,0,0.5,0.5,0.1,0.2,0,0,0,0,0,0,0.2,0,0,0,0.1,0.1,0,0,0,0.1,0.2,0,0,0.2,0,0,0,0,0,0.1,0.5,0.1
Modern Art,Expressionism,Lyonel Feininger,Carnival in Arcueil,https://uploads8.wikiart.org/images/bob-law/nothing-to-be-afraid-of-iv-15-8-69-1969.jpg,0.167,0,0.167,0,0.083,0,0,0,0.583,0.083,0.167,0.167,0.083,0,0.083,0.083,0,0.167,0.25,0,0.083,0,0.167,0,0.167,0,0,0.083,0.417,0.083,0,0.083,0.083,0,0.083,0.083,0,0.167,0.417,0,0,0,0.083,0,0.083,0.083,0.083,0.083,0.833,0.167,0,0.167,0,0,0,0,0,0.083,0.083,0
Contemporary Art,Minimalism,Robert Huot,Architectural Details with Shadows,https://uploads0.wikiart.org/images/victor-servranckx/factory-1920.jpg,0,0,0.25,0.167,0.167,0.25,0.167,0.083,0.083,0,0,0.167,0.083,0,0.083,0,0.167,0.083,0,0.083,0.083,0,0.25,0,0.083,0.167,0,0.083,0.083,0,0,0.083,0.167,0,0,0.25,0.083,0,0,0.083,0,0,0.25,0.083,0,0.083,0,0.083,0.333,0.083,0,0.083,0,0,0.083,0.083,0.167,0,0.083,0.083
Modern Art,Lyrical Abstraction,Bram van Velde,"Sans titre (Paris, rue G&#238;t-le-Coeur)",https://uploads6.wikiart.org/00144/images/joseph-anton-koch/1804-koch-der-tod-des-oskar-anagoria.JPG,0,0,0.3,0.1,0,0.2,0.1,0,0.1,0,0,0.2,0,0,0.1,0,0,0.5,0,0,0,0,0.4,0.1,0.1,0.1,0.2,0,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0,0.6,0,0,0,0,0.5,0,0.167,0.333,0,0,0.167,0.333,0,0,0,0,0,0,0.167,0,0,0
Modern Art,Pop Art,Roger Raveel,Man with wire,https://uploads6.wikiart.org/images/anne-louis-girodet/chateaubriand-meditating-on-the-ruins-of-rome-1808(1).jpg,0,0,0.1,0,0,0.1,0,0.2,0.1,0.6,0,0.1,0,0,0,0,0,0.2,0.2,0,0,0,0.2,0,0,0.1,0,0,0.1,0.4,0,0.1,0,0,0,0,0,0.5,0.1,0,0,0,0.2,0,0,0.1,0,0.1,0.1,0.4,0.1,0,0,0,0,0,0,0.2,0.1,0.1
Modern Art,Expressionism,Robert Falk,Lisa in a Chair,https://uploads7.wikiart.org/images/jean-messagier/juillet-antennese-1962.jpg,0,0.091,0.091,0.182,0,0.091,0,0,0.364,0.182,0.091,0.091,0.182,0.091,0.273,0.091,0.091,0.091,0.273,0,0,0,0.091,0.182,0,0.091,0,0,0.273,0.182,0.091,0.091,0,0.182,0.364,0,0.091,0.091,0.273,0,0.091,0,0.182,0,0,0.091,0,0.091,0.182,0.364,0,0.091,0,0,0.182,0,0,0.091,0.091,0
Modern Art,Abstract Expressionism,Kazuo Nakamura,Inner View #3,https://uploads3.wikiart.org/images/denise-green/tulipidendron-2-1977.jpg,0,0.091,0.364,0,0,0.455,0.182,0,0,0,0,0.091,0,0,0.091,0,0.091,0.273,0,0,0,0,0.364,0,0,0.455,0.182,0,0,0,0,0,0,0,0.091,0,0,0.364,0.091,0,0,0,0.091,0,0,0.364,0,0.091,0,0.182,0,0,0,0,0,0,0,0.091,0.091,0.273
Modern Art,Surrealism,Francis Picabia,Villica&#160;safe,https://uploads8.wikiart.org/images/matthias-grünewald/the-temptation-of-st-anthony-detail-1.jpg,0.1,0.1,0.2,0,0,0,0.1,0,0.3,0.1,0.3,0.1,0.2,0.1,0.3,0.1,0.1,0.3,0.2,0,0.1,0.1,0.1,0.1,0,0.2,0.2,0.1,0.4,0.2,0.3,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0,0,0,0.4,0.1,0.1,0,0.1,0.1,0.2,0,0,0.2,0,0,0.2,0,0,0.3,0.2,0.1
Post Renaissance Art,Baroque,Paul Bril,The Campo Vaccino with a Gypsy Woman Reading a Palm,https://uploads3.wikiart.org/images/maurice-denis/the-road-to-calvary.jpg,0.1,0,0.4,0.2,0,0.2,0.2,0.1,0.6,0.4,0.2,0.2,0,0.2,0.1,0.1,0.1,0.2,0.2,0,0.1,0,0.2,0.1,0,0,0,0.2,0.6,0.3,0.1,0.3,0.1,0.1,0.1,0,0.1,0,0.2,0,0,0,0.4,0.2,0.1,0.1,0,0,0.3,0.1,0,0.2,0.1,0.1,0,0.1,0.1,0.1,0,0.1
Modern Art,Abstract Expressionism,Jay DeFeo,The Annunciation,https://uploads0.wikiart.org/00151/images/ary-scheffer/charlotte-rothsch-baroness-anselm-de-rothschild-1828.jpg,0,0,0.3,0,0,0.2,0.2,0,0,0.1,0,0,0,0,0.1,0,0,0.4,0.3,0,0,0,0.4,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0.6,0.1,0.1,0,0,0.6,0,0,0,0,0.1,0.1,0.3,0,0.1,0,0,0,0,0,0.2,0.2,0
Modern Art,Abstract Art,Louis Schanker,Untitled,https://uploads2.wikiart.org/images/lyonel-feininger/carnival-in-arcueil-1911.jpg,0,0,0.3,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0.6,0,0.1,0,0,0.3,0,0,0.1,0,0,0.2,0,0,0,0,0,0,0,0,0.5,0.1,0.1,0,0,0.2,0,0.1,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0.3,0,0.2
Modern Art,Color Field Painting,Theodoros Stamos,Deseret,https://uploads3.wikiart.org/images/robert-huot/architectural-details-with-shadows-1969.jpg,0,0,0.3,0,0,0.1,0,0,0.1,0.2,0.1,0.2,0,0,0,0,0,0.2,0,0.1,0,0,0.4,0,0,0.1,0,0.1,0.3,0.3,0,0.2,0,0,0,0,0,0.2,0,0.1,0,0,0.1,0,0,0.1,0,0,0.2,0.1,0,0,0,0,0.2,0,0,0,0.1,0.2
Modern Art,Pop Art,Lourdes Castro,Sombra projectada de Andre Morain,https://uploads5.wikiart.org/images/bram-van-velde/sans-titre-paris-rue-g-t-le-coeur-1962.jpg,0,0,0.364,0,0,0,0,0.182,0,0.091,0,0.273,0,0,0,0,0,0.182,0.545,0,0,0,0.455,0,0,0,0,0,0,0.091,0,0.182,0,0,0,0,0,0.091,0.455,0,0,0.125,0.625,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.25,0.125,0
Modern Art,Abstract Expressionism,Henri Matisse,White Torso and Blue Torso,https://uploads1.wikiart.org/images/roger-raveel/man-with-wire-1953.jpg,0.1,0,0.4,0,0.1,0.1,0,0,0.2,0,0,0.2,0,0,0.3,0,0,0.1,0.2,0,0.1,0,0.3,0,0.1,0,0,0,0.2,0,0,0,0,0,0.3,0,0.1,0.2,0.1,0,0,0,0.3,0,0.1,0,0,0,0.2,0.1,0,0.2,0.1,0,0.2,0,0,0.1,0.2,0
Renaissance Art,Northern Renaissance,Joachim Patinir,Landscape with St. Christopher,https://uploads0.wikiart.org/00165/images/robert-falk/falk-lisa-in-a-chair-1910.jpg,0.2,0,0.1,0,0,0,0,0,0.4,0.5,0.3,0.2,0.1,0,0,0,0,0,0.2,0,0.3,0,0.1,0,0,0,0,0,0.4,0.6,0,0,0.1,0,0.1,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0.7,0.1,0.1,0.1,0,0,0,0,0,0,0.2,0
Modern Art,Expressionism,Albert Bloch,Duel,https://uploads2.wikiart.org/images/kazuo-nakamura/inner-view-3-1955.jpg,0,0.182,0.182,0.091,0,0.273,0.545,0,0,0.091,0,0,0.091,0.182,0.545,0,0.091,0.091,0.091,0,0,0.091,0.091,0.091,0.091,0.182,0.636,0.091,0.091,0,0,0,0.091,0.091,0.636,0,0,0.091,0.091,0,0,0.091,0.273,0.091,0.091,0.182,0.636,0.091,0,0,0.091,0,0,0.273,0.273,0,0,0.091,0.182,0
Modern Art,Surrealism,Antonio Dacosta,Melancolia,https://uploads7.wikiart.org/images/francis-picabia/villica-safe.jpg,0.024,0.012,0.169,0.012,0.06,0.024,0.133,0.012,0.205,0.145,0.036,0.096,0.157,0.096,0.566,0.012,0.048,0.072,0.048,0,0.024,0.012,0.157,0.012,0.072,0.048,0.084,0.036,0.253,0.217,0.072,0.06,0.12,0.048,0.313,0.024,0.036,0.12,0.06,0,0.037,0.037,0.113,0.013,0.037,0.063,0.125,0.013,0.087,0.037,0.05,0.05,0.175,0.113,0.688,0.025,0.025,0.087,0.037,0.025
Modern Art,Abstract Expressionism,Aaron Siskind,"Jerome, Arizona",https://uploads0.wikiart.org/images/paul-bril/the-campo-vaccino-with-a-gypsy-woman-reading-a-palm-1603.jpg,0,0.1,0.2,0.1,0.1,0.1,0.2,0,0.2,0.2,0,0.1,0,0,0.1,0,0,0.3,0,0,0,0.2,0.2,0,0.1,0.1,0.2,0.1,0,0.2,0,0,0,0.1,0.1,0,0.1,0.2,0,0.1,0.1,0,0.3,0.1,0,0,0,0,0.4,0.1,0,0.1,0,0,0,0,0,0,0.1,0.2
Modern Art,Abstract Art,Janos Mattis-Teutsch,Composition,https://uploads1.wikiart.org/images/jay-defeo/the-annunciation-1959.jpg,0,0,0.235,0,0,0.118,0.059,0.059,0.235,0.059,0.118,0.235,0,0,0,0,0,0.353,0.059,0,0,0,0.235,0,0,0.118,0,0,0.235,0,0.118,0.176,0,0,0.059,0,0,0.294,0.118,0,0,0,0.353,0,0,0.118,0,0,0.059,0.176,0.118,0.059,0,0,0,0,0,0.294,0.059,0
Modern Art,Color Field Painting,Brice Marden,Rodeo,https://uploads7.wikiart.org/images/louis-schanker/untitled-1939.jpg,0,0,0.5,0,0.2,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.6,0.2,0.1,0,0,0.3,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0.5,0.2,0.1,0,0,0.5,0,0.1,0,0,0,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1
Modern Art,Pop Art,Antonio Palolo,Untitled,https://uploads8.wikiart.org/images/theodoros-stamos/deseret-1959.jpg,0.037,0.012,0.244,0.024,0.024,0.061,0.061,0.024,0.329,0.012,0.024,0.195,0.024,0,0.012,0,0.049,0.427,0.049,0,0.024,0.049,0.183,0.024,0.049,0.049,0.061,0.024,0.329,0.037,0.061,0.171,0.012,0.012,0.024,0.012,0.024,0.366,0.037,0,0.025,0.025,0.275,0.025,0.025,0.05,0,0.025,0.063,0.037,0.013,0.075,0.013,0.013,0.063,0.013,0.063,0.188,0.05,0.275
Modern Art,Surrealism,Vajda Lajos,Gustave Fleury,https://uploads5.wikiart.org/images/lourdes-castro/sombra-projectada-de-andre-morain-1967.jpg,0,0,0.1,0,0,0.1,0,0,0.6,0.2,0.1,0.3,0,0.1,0.1,0.1,0,0.1,0.3,0,0,0,0.1,0,0,0.1,0,0,0.6,0.1,0.1,0.2,0,0.1,0,0.1,0,0.1,0.2,0,0,0,0.4,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0.3,0.2
Renaissance Art,Early Renaissance,Carlo Crivelli,Mary Magdalene,https://uploads6.wikiart.org/images/henri-matisse/white-torso-and-blue-torso-1944.jpg,0,0,0,0.5,0.1,0,0,0,0.2,0.1,0,0.1,0,0,0.1,0,0,0,0.4,0,0,0,0.1,0.5,0,0,0,0,0.3,0,0,0,0,0,0,0,0.1,0,0.5,0,0.2,0,0,0,0,0,0,0.1,0.4,0.1,0.1,0.1,0,0,0,0,0,0,0.6,0.1
